Grade;Cast;Variant;C_Min;C_Max;Si_Min;Si_Max;Mn_Min;Mn_Max;P_Min;P_Max;S_Min;S_Max;Cr_Min;Cr_Max;Ni_Min;Ni_Max;Mo_Min;Mo_Max;Di_Min;Di_Max;Dim_Max_mm;Temp_HT;Time_HT;Yield_strength;UTS_Min;Hardness_HB;Allowable_Bending_Mpa;Allowable_Contact_Mpa;Application_Class;Mechanical_Class
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;25.0;;;500.0;670.0;200.0;332.0;400.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;60.0;;;500.0;650.0;190.0;300.0;375.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;10.0;;;500.0;630.0;190.0;312.0;375.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;15.0;;;500.0;630.0;190.0;300.0;375.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;30.0;;;500.0;630.0;190.0;300.0;375.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;SB500_AR;0.0;0.2;0.15;0.5;1.25;1.6;0.0;0.035;0.0;0.035;0.0;0.3;0.0;0.25;0.0;0.0;;;70.0;;;470.0;610.0;180.0;292.0;350.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;7256_AR;0.16;0.2;0.2;0.5;1.4;1.75;0.0;0.02;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;1.6;160.0;;;525.0;862.5;250.0;525.0;525.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;7265_AR;0.16;0.22;0.25;0.5;1.3;1.55;0.0;0.025;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;;;120.0;;;450.0;550.0;180.0;300.0;350.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;CC;7265_AR;0.16;0.22;0.25;0.5;1.3;1.55;0.0;0.025;0.0;0.0;0.0;0.5;0.0;0.0;0.0;0.0;;;160.0;;;410.0;550.0;180.0;300.0;350.0;Carburizing/Case-Hardening;Consistent-Pair
19MnVS6;Std;19MnVS6/EN10267:1998_AR;0.15;0.22;0.15;0.8;1.2;1.6;0.0;0.025;0.02;0.06;0.0;0.3;0.0;0.0;0.0;0.08;;;;;;390.0;600.0;185.7142857;300.0;364.2857143;Carburizing/Case-Hardening;Consistent-Pair
20Cr2;IC;126H_AR;0.18;0.23;0.2;0.35;0.7;0.9;0.0;0.025;0.0;0.015;0.4;0.6;0.0;0.25;0.08;0.15;;;23.0;;;399.0;655.5;190.0;375.0;375.0;Carburizing/Case-Hardening;Consistent-Pair
20NiCrMo7;IC;157C_QT;0.17;0.22;0.2;0.3;0.55;0.65;0.0;0.015;0.002;0.005;0.5;0.6;1.65;2.0;0.23;0.28;;;25.0;;;1200.0;1300.0;360.0;520.0;800.0;Carburizing/Case-Hardening;Consistent-Pair
20NiCrMo7;IC;157D_QT;0.17;0.22;0.2;0.3;0.55;0.65;0.0;0.015;0.002;0.005;0.5;0.6;1.65;2.0;0.23;0.28;;;25.0;;;1200.0;1300.0;360.0;520.0;800.0;Carburizing/Case-Hardening;Consistent-Pair
20NiCrMo2-2;IC;152A_AR;0.18;0.23;0.2;0.35;0.65;0.9;0.0;0.025;0.015;0.035;0.4;0.7;0.4;0.7;0.15;0.25;;;80.0;;;483.0;793.5;230.0;475.0;475.0;Carburizing/Case-Hardening;Consistent-Pair
20NiCrMo2-2;IC;152G_AR;0.19;0.23;0.2;0.35;0.7;0.9;0.0;0.015;0.008;0.015;0.4;0.6;0.4;0.7;0.15;0.25;;;70.0;;;483.0;793.5;230.0;475.0;475.0;Carburizing/Case-Hardening;Consistent-Pair
20MnCrNiMo4-2-2;CC;4766_AR;0.19;0.23;0.2;0.35;0.8;1.0;0.0;0.025;0.0;0.015;0.45;0.65;0.45;0.65;0.4;0.55;;;160.0;;;525.0;862.5;250.0;525.0;525.0;Carburizing/Case-Hardening;Consistent-Pair
20MnCrS5;CC;4324_AR;0.17;0.2;0.15;0.4;1.0;1.25;0.0;0.025;0.025;0.04;1.0;1.3;0.1;0.25;0.05;0.07;;;160.0;;;567.0;931.5;270.0;575.0;575.0;Carburizing/Case-Hardening;Consistent-Pair
20MnCrS5;CC;4326_AR;0.18;0.22;0.0;0.15;1.1;1.4;0.0;0.035;0.03;0.045;1.25;1.4;0.1;0.25;0.04;0.06;;;160.0;;;630.0;1035.0;300.0;650.0;650.0;Carburizing/Case-Hardening;Consistent-Pair
21CrMoV5-7;CC;6130_QT;0.17;0.25;0.15;0.4;0.4;0.8;0.0;0.03;0.0;0.03;1.2;1.5;;;0.55;0.8;;;160.0;;;550.0;750.0;205.0;340.0;412.5;Carburizing/Case-Hardening;Consistent-Pair
21CrMoV5-7;CC;6132_QT;0.17;0.25;0.15;0.35;0.35;0.85;0.0;0.03;0.025;0.04;1.2;1.5;;;0.65;0.8;;;160.0;;;800.0;900.0;280.0;440.0;600.0;Carburizing/Case-Hardening;Consistent-Pair
22Mn5;CC;2630_AR;0.18;0.26;0.15;0.55;1.0;1.6;0.0;0.035;0.09;0.15;;;;;;;;1.0;40.0;;;345.0;490.0;164.2857143;252.0;310.7142857;Through-Hardening/QT;Consistent-Pair
22Mn5;CC;2630_AR;0.18;0.26;0.15;0.55;1.0;1.6;0.0;0.035;0.09;0.15;;;;;;;;1.0;80.0;;;335.0;490.0;159.5238095;252.0;298.8095238;Through-Hardening/QT;Consistent-Pair
22Mn5;CC;2630_AR;0.18;0.26;0.15;0.55;1.0;1.6;0.0;0.035;0.09;0.15;;;;;;;;1.0;200.0;;;315.0;490.0;150.0;252.0;275.0;Through-Hardening/QT;Consistent-Pair
22NiCrMo12-5;IC;253A_A;0.21;0.23;0.2;0.35;0.65;0.75;0.0;0.02;0.015;0.025;1.25;1.35;2.85;3.0;0.22;0.26;;;80.0;;;500.0;640.0;200.0;288.0;400.0;Carburizing/Case-Hardening;Consistent-Pair
22NiCrMo12-5;IC;253A_N;0.21;0.23;0.2;0.35;0.65;0.75;0.0;0.02;0.015;0.025;1.25;1.35;2.85;3.0;0.22;0.26;;;80.0;;;800.0;1200.0;350.0;596.0;775.0;Carburizing/Case-Hardening;Consistent-Pair
22NiCrMo12-5;IC;253A_Q;0.21;0.23;0.2;0.35;0.65;0.75;0.0;0.02;0.015;0.025;1.25;1.35;2.85;3.0;0.22;0.26;;;80.0;;;930.0;1320.0;440.0;568.0;1000.0;Carburizing/Case-Hardening;Consistent-Pair
23NiCrMo15-5;IC;256G_AR;0.22;0.25;0.2;0.35;0.65;0.75;0.0;0.02;0.015;0.025;1.2;1.3;3.6;3.9;0.3;0.35;;;190.0;;;710.0;1150.0;350.0;460.0;775.0;Carburizing/Case-Hardening;Consistent-Pair
23NiCrMo15-5;IC;256G_A;0.22;0.25;0.2;0.35;0.65;0.75;0.0;0.02;0.015;0.025;1.2;1.3;3.6;3.9;0.3;0.35;;;190.0;;;530.0;840.0;240.0;336.0;500.0;Carburizing/Case-Hardening;Consistent-Pair
24CrMo13-6;IC;420G_N;0.23;0.25;0.2;0.35;0.5;0.6;0.0;0.02;0.01;0.025;3.0;3.5;0.0;0.03;0.45;0.6;;;130.0;;;800.0;1300.0;370.0;825.0;825.0;Carburizing/Case-Hardening;Consistent-Pair
24CrMo13-6;IC;420_QT;0.23;0.25;0.2;0.35;0.5;0.6;0.0;0.02;0.01;0.025;3.0;3.5;0.0;0.03;0.45;0.6;;;130.0;;;1130.0;1570.0;430.0;975.0;975.0;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;15.0;;;600.0;820.0;240.0;368.0;500.0;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;30.0;;;600.0;780.0;225.0;348.0;462.5;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;80.0;;;570.0;740.0;215.0;348.0;437.5;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;15.0;;;600.0;740.0;215.0;368.0;437.5;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;30.0;;;570.0;700.0;210.0;348.0;425.0;Carburizing/Case-Hardening;Consistent-Pair
24MnV6;CC;SB600_AR;0.2;0.25;0.15;0.54;0.6;1.65;0.0;0.025;0.0;0.035;;;;;;;;;60.0;;;540.0;700.0;210.0;348.0;425.0;Carburizing/Case-Hardening;Consistent-Pair
24NiSiMnMo7-6-6;IC;275A_QT;0.23;0.28;1.4;1.7;1.3;1.5;0.0;0.025;0.0;0.01;0.25;0.4;1.65;2.0;0.39;0.45;;;100.0;;;1240.0;1310.0;442.8571429;524.0;1007.142857;Through-Hardening/QT;Consistent-Pair
25CrMnSiMo7-4-4;CC;5190_QT;0.23;0.27;0.8;1.05;1.0;1.2;0.0;0.025;0.0;0.015;1.65;1.95;0.2;0.35;0.15;0.2;;8.8;140.0;;;1200.0;1400.0;420.0;640.0;950.0;Through-Hardening/QT;Consistent-Pair
100CrMnSi6-4;CC;5625/837Z_AR;0.93;1.05;0.5;0.7;1.0;1.2;0.0;0.025;0.0;0.008;1.4;1.65;0.0;0.1;0.0;0.0;;;120.0;;;840.0;1380.0;400.0;900.0;900.0;High-Carbon/Bearing;Consistent-Pair
100CrMnSi6-6;IC;832K_SA;0.87;0.97;0.6;0.8;1.5;1.7;0.0;0.015;0.0;0.015;1.4;1.7;0.1;0.25;0.06;0.1;;;190.0;;;483.0;793.5;230.0;475.0;475.0;High-Carbon/Bearing;Consistent-Pair
100CrMnSi6-6;IC;832K_QTm;0.87;0.97;0.6;0.8;1.5;1.7;0.0;0.015;0.0;0.015;1.4;1.7;0.1;0.25;0.06;0.1;;;15.0;;;1700.0;2300.0;688.0;920.0;1620.0;High-Carbon/Bearing;Consistent-Pair
C35;CC;C35E_AR;0.35;0.39;0.15;0.35;0.5;0.8;0.0;0.03;0.015;0.035;0.0;0.3;0.0;0.3;;;;0.98;90.0;;;345.0;520.0;165.0;276.0;312.5;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;36.0;;;320.0;650.0;200.0;260.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;60.0;;;300.0;630.0;200.0;252.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;60.0;;;280.0;600.0;200.0;240.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;36.0;;;320.0;650.0;200.0;260.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;60.0;;;300.0;630.0;200.0;252.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_U;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;60.0;;;280.0;600.0;200.0;240.0;400.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;10.0;;;320.0;660.0;190.0;264.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;50.0;;;300.0;630.0;190.0;252.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;50.0;;;280.0;600.0;190.0;240.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;10.0;;;320.0;660.0;190.0;264.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;50.0;;;300.0;630.0;190.0;252.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_N;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;50.0;;;280.0;600.0;190.0;240.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_QT;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;40.0;;;370.0;690.0;210.0;308.0;425.0;Through-Hardening/QT;Consistent-Pair
C45;IC;047A_QT;0.46;0.5;0.15;0.4;0.5;0.8;0.0;0.03;0.02;0.03;0.0;0.25;0.0;0.25;0.0;0.1;0.0;0.0;40.0;;;370.0;690.0;210.0;308.0;425.0;Through-Hardening/QT;Consistent-Pair
C45;CC;515S_QT;0.44;0.49;0.1;0.4;0.5;0.8;0.0;0.03;0.0;0.025;0.0;0.4;0.0;0.4;0.0;0.1;1.0;1.8;40.0;;;430.0;650.0;190.0;320.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;CC;515S_QT;0.44;0.49;0.1;0.4;0.5;0.8;0.0;0.03;0.0;0.025;0.0;0.4;0.0;0.4;0.0;0.1;1.0;1.8;100.0;;;370.0;630.0;185.0;312.0;362.5;Through-Hardening/QT;Consistent-Pair
C45;CC;5081_QT;0.42;0.5;0.1;0.4;0.5;0.9;0.0;0.03;0.02;0.035;0.0;0.4;0.0;0.4;0.0;0.1;1.1;1.8;40.0;;;430.0;650.0;190.0;320.0;375.0;Through-Hardening/QT;Consistent-Pair
C45;CC;5081_QT;0.42;0.5;0.1;0.4;0.5;0.9;0.0;0.03;0.02;0.035;0.0;0.4;0.0;0.4;0.0;0.1;1.1;1.8;100.0;;;370.0;630.0;185.0;312.0;362.5;Through-Hardening/QT;Consistent-Pair
C45;CC;SB1672;0.46;0.49;0.15;0.35;0.7;0.8;0.0;0.02;0.02;0.035;0.25;0.3;0.1;0.2;0.0;0.0;1.7;2.0;16.0;;;320.0;590.0;165.0;296.0;312.5;Through-Hardening/QT;Consistent-Pair
C45;CC;SB1672;0.46;0.49;0.15;0.35;0.7;0.8;0.0;0.02;0.02;0.035;0.25;0.3;0.1;0.2;0.0;0.0;1.7;2.0;40.0;;;310.0;590.0;165.0;296.0;312.5;Through-Hardening/QT;Consistent-Pair
C45;CC;SB1672;0.46;0.49;0.15;0.35;0.7;0.8;0.0;0.02;0.02;0.035;0.25;0.3;0.1;0.2;0.0;0.0;1.7;2.0;63.0;;;300.0;590.0;165.0;296.0;312.5;Through-Hardening/QT;Consistent-Pair
C45;CC;SB1672;0.46;0.49;0.15;0.35;0.7;0.8;0.0;0.02;0.02;0.035;0.25;0.3;0.1;0.2;0.0;0.0;1.7;2.0;120.0;;;280.0;590.0;165.0;296.0;312.5;Through-Hardening/QT;Consistent-Pair
S355J2;CC;SB9813_AR;0.13;0.18;0.15;0.25;1.0;1.3;0.0;0.025;0.0;0.025;0.0;0.15;0.0;0.25;0.0;0.07;;;16.0;;;355.0;520.0;160.0;240.0;300.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;SB9813_AR;0.13;0.18;0.15;0.25;1.0;1.3;0.0;0.025;0.0;0.025;0.0;0.15;0.0;0.25;0.0;0.07;;;40.0;;;345.0;520.0;160.0;240.0;300.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355J2 (M)_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.035;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;;;355.0;490.0;150.0;252.0;275.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355J2 (M)_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.035;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;;40.0;;;345.0;490.0;150.0;252.0;275.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355J2 (M)_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.035;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;;63.0;;;335.0;490.0;150.0;252.0;275.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355J2 (M)_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.035;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;;80.0;;;325.0;490.0;150.0;252.0;275.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355K2;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;;;355.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355K2;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;40.0;;;345.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355K2;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;63.0;;;335.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355L4_AR;0.0;0.16;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;;;355.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355L4_AR;0.0;0.16;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;40.0;;;345.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355L4_AR;0.0;0.16;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;63.0;;;335.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355L4_AR;0.0;0.16;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;80.0;;;325.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;S355L4_AR;0.0;0.16;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;100.0;;;315.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;285K_AR;0.11;0.14;0.15;0.55;1.15;1.35;0.0;0.025;0.025;0.045;0.0;0.0;0.0;0.0;0.0;0.0;;;0.0;;;450.0;550.0;180.0;220.0;350.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_AR;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;200.0;;;350.0;520.0;166.6666667;252.0;316.6666667;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_N;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;63.0;;;335.0;470.0;159.5238095;252.0;298.8095238;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_N;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;80.0;;;325.0;470.0;154.7619048;252.0;286.9047619;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_N;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;100.0;;;315.0;470.0;150.0;252.0;275.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_N;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;150.0;;;295.0;470.0;140.4761905;240.0;251.1904762;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;520 M (2721. 2723)_N;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;200.0;;;285.0;470.0;135.7142857;240.0;239.2857143;Carburizing/Case-Hardening;Consistent-Pair
S355J2;CC;550 M (2723)_SH;0.05;0.2;0.05;0.5;1.0;1.5;0.0;0.025;0.02;0.04;0.0;0.0;0.0;0.0;0.0;0.0;;0.9;120.0;;;350.0;490.0;166.6666667;252.0;316.6666667;Carburizing/Case-Hardening;Consistent-Pair
S355J2;Std;S355J2 EN10025-2:2019_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;16.0;;;355.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;Std;S355J2 EN10025-2:2019_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;40.0;;;345.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;Std;S355J2 EN10025-2:2019_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;63.0;;;335.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;Std;S355J2 EN10025-2:2019_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;80.0;;;325.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S355J2;Std;S355J2 EN10025-2:2019_AR;0.0;0.2;0.0;0.55;0.0;1.6;0.0;0.03;0.0;0.03;0.0;0.0;0.0;0.0;0.0;0.0;;;100.0;;;315.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
5355JR;CC;5355JR/2132_AR;0.0;0.24;0.0;0.55;0.0;1.6;0.0;0.04;0.0;0.04;;;;;;;;;;;;355.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
5355JR;CC;5355JR/2132_AR;0.0;0.24;0.0;0.55;0.0;1.6;0.0;0.04;0.0;0.04;;;;;;;;;40.0;;;345.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
5355JR;CC;5355JR/2132_AR;0.0;0.24;0.0;0.55;0.0;1.6;0.0;0.04;0.0;0.04;;;;;;;;;63.0;;;335.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
5355JR;CC;5355JR/2132_AR;0.0;0.24;0.0;0.55;0.0;1.6;0.0;0.04;0.0;0.04;;;;;;;;;80.0;;;325.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
5355JR;CC;5355JR/2132_AR;0.0;0.24;0.0;0.55;0.0;1.6;0.0;0.04;0.0;0.04;;;;;;;;;100.0;;;315.0;470.0;140.0;252.0;250.0;Carburizing/Case-Hardening;Consistent-Pair
S400;CC;SB400D/9883_AR;0.0;0.2;0.0;0.5;0.0;1.6;0.0;0.035;0.0;0.035;;;0.0;0.0;0.0;0.0;;;15.0;;;420.0;530.0;160.0;240.0;300.0;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_50_197A_AR;0.01;0.12;0.0;0.2;0.15;0.5;0.0;0.015;0.0;0.001;4.8;5.2;4.8;5.2;0.6;0.8;;;;;;847.0;1151.0;331.0;460.4;727.5;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_50_197A_AG at 450 C;0.01;0.12;0.0;0.2;0.15;0.5;0.0;0.015;0.0;0.001;4.8;5.2;4.8;5.2;0.6;0.8;;;;;;1102.0;1355.0;402.0;542.0;905.0;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_50_197A_AG at 550 C;0.01;0.12;0.0;0.2;0.15;0.5;0.0;0.015;0.0;0.001;4.8;5.2;4.8;5.2;0.6;0.8;;;;;;1431.0;1582.0;468.0;632.8;1070.0;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_55_297A_AR;0.16;0.2;0.0;0.2;0.2;0.5;0.0;0.015;0.0;0.001;4.8;5.2;5.8;6.2;0.6;0.8;;;;;;1136.0;1515.0;419.0;606.0;947.5;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_55_297A_AG at 450 C;0.16;0.2;0.0;0.2;0.2;0.5;0.0;0.015;0.0;0.001;4.8;5.2;5.8;6.2;0.6;0.8;;;;;;1320.0;1639.0;468.0;655.6;1070.0;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_55_297A_AG at 550 C;0.16;0.2;0.0;0.2;0.2;0.5;0.0;0.015;0.0;0.001;4.8;5.2;5.8;6.2;0.6;0.8;;;;;;1706.0;1890.0;534.0;756.0;1235.0;Carburizing/Case-Hardening;Consistent-Pair
X20NiCrAlMoV6-5-2-1;IC;Hybrid_Steel_55_397A_AR;0.28;0.32;0.0;0.2;0.2;0.5;0.0;0.015;0.0;0.001;4.8;5.2;5.8;6.2;0.6;0.8;;;;;;1283.0;1819.0;504.0;727.6;1160.0;Through-Hardening/QT;Consistent-Pair
